Time(secs), Persons Detected, Crowd Density (persons per pixel), Violation Count
0.17164779999995972,1,1.0850694444444444e-06,0
0.5299406999999974,1,1.0850694444444444e-06,0
0.6966515999999956,1,1.0850694444444444e-06,0
1.0819572999999991,1,1.0850694444444444e-06,0
2.701193100000012,1,1.0850694444444444e-06,0
4.331597799999997,1,1.0850694444444444e-06,0
5.919970499999977,1,1.0850694444444444e-06,0
6.162698499999976,1,1.0850694444444444e-06,0
6.422043099999996,1,1.0850694444444444e-06,0
6.684178499999973,2,2.170138888888889e-06,0
6.980940299999986,2,2.170138888888889e-06,0
7.267856999999992,2,2.170138888888889e-06,0
8.817566199999987,1,1.0850694444444444e-06,0
9.055777799999987,2,2.170138888888889e-06,0
9.291114599999958,1,1.0850694444444444e-06,0
9.518869199999983,2,2.170138888888889e-06,0
9.760159299999998,2,2.170138888888889e-06,0
9.981908799999985,1,1.0850694444444444e-06,0
10.205774799999972,1,1.0850694444444444e-06,0
10.434178999999972,1,1.0850694444444444e-06,0
10.663245599999982,2,2.170138888888889e-06,0
10.898468699999967,1,1.0850694444444444e-06,0
11.114652199999966,2,2.170138888888889e-06,0
11.3461906,2,2.170138888888889e-06,0
11.556562499999984,2,2.170138888888889e-06,0
11.76218399999999,2,2.170138888888889e-06,0
11.971264200000007,2,2.170138888888889e-06,0
12.189474700000005,2,2.170138888888889e-06,0
12.407967399999961,2,2.170138888888889e-06,0
12.633478199999956,2,2.170138888888889e-06,0
12.839033699999959,2,2.170138888888889e-06,0
13.042234500000006,2,2.170138888888889e-06,0
13.248215700000003,2,2.170138888888889e-06,0
13.456253899999979,2,2.170138888888889e-06,0
13.673703199999977,1,1.0850694444444444e-06,0
13.886190599999964,2,2.170138888888889e-06,0
14.081007199999988,2,2.170138888888889e-06,0
14.284120599999994,2,2.170138888888889e-06,0
14.486708999999962,2,2.170138888888889e-06,0
14.724158699999975,2,2.170138888888889e-06,0
14.924847499999998,2,2.170138888888889e-06,0
15.123627099999965,2,2.170138888888889e-06,0
15.32839789999997,1,1.0850694444444444e-06,0
15.523939199999973,2,2.170138888888889e-06,0
15.717350399999987,2,2.170138888888889e-06,0
15.942370600000004,2,2.170138888888889e-06,0
16.13506849999999,2,2.170138888888889e-06,0
16.33930129999999,2,2.170138888888889e-06,0
16.53347249999996,2,2.170138888888889e-06,0
16.72687239999999,1,1.0850694444444444e-06,0
16.931397799999957,1,1.0850694444444444e-06,0
17.135802799999965,1,1.0850694444444444e-06,0
17.326560400000005,2,2.170138888888889e-06,0
24.472955799999966,1,1.0850694444444444e-06,0
24.665311400000007,1,1.0850694444444444e-06,0
24.848582299999975,1,1.0850694444444444e-06,0
25.030866299999957,1,1.0850694444444444e-06,0
25.367428299999972,1,1.0850694444444444e-06,0
25.541570999999976,1,1.0850694444444444e-06,0
25.903270299999974,1,1.0850694444444444e-06,0
26.079262400000005,1,1.0850694444444444e-06,0
26.2577996,1,1.0850694444444444e-06,0
26.42697129999999,1,1.0850694444444444e-06,0
26.611042999999995,1,1.0850694444444444e-06,0
27.15375449999999,1,1.0850694444444444e-06,0
27.33887619999996,1,1.0850694444444444e-06,0
27.51119,1,1.0850694444444444e-06,0
27.68336069999998,1,1.0850694444444444e-06,0
27.860664600000007,1,1.0850694444444444e-06,0
28.03807039999998,1,1.0850694444444444e-06,0
28.209674199999995,1,1.0850694444444444e-06,0
28.38686279999996,1,1.0850694444444444e-06,0
28.57018599999998,1,1.0850694444444444e-06,0
28.745997199999977,1,1.0850694444444444e-06,0
28.930551100000002,1,1.0850694444444444e-06,0
29.115360299999963,1,1.0850694444444444e-06,0
29.288080100000002,1,1.0850694444444444e-06,0
29.45798830000001,1,1.0850694444444444e-06,0
29.63006489999998,1,1.0850694444444444e-06,0
29.80058859999997,1,1.0850694444444444e-06,0
30.561154699999975,1,1.0850694444444444e-06,0
30.74416329999997,1,1.0850694444444444e-06,0
30.92265279999998,1,1.0850694444444444e-06,0
31.10078299999998,1,1.0850694444444444e-06,0
31.298372299999983,1,1.0850694444444444e-06,0
31.469521999999984,1,1.0850694444444444e-06,0
31.65188489999997,1,1.0850694444444444e-06,0
31.824468499999966,1,1.0850694444444444e-06,0
32.00798520000001,1,1.0850694444444444e-06,0
32.1852164,1,1.0850694444444444e-06,0
32.38598919999998,1,1.0850694444444444e-06,0
32.56463439999999,2,2.170138888888889e-06,0
32.738033400000006,2,2.170138888888889e-06,0
32.92296499999998,3,3.2552083333333335e-06,0
33.09960619999998,2,2.170138888888889e-06,0
33.276126799999986,2,2.170138888888889e-06,0
33.46723270000001,3,3.2552083333333335e-06,0
33.63839429999996,2,2.170138888888889e-06,0
33.81002860000001,2,2.170138888888889e-06,0
33.996126000000004,2,2.170138888888889e-06,0
34.169705499999964,3,3.2552083333333335e-06,0
34.34671079999998,2,2.170138888888889e-06,0
34.53485499999999,3,3.2552083333333335e-06,0
34.7060467,3,3.2552083333333335e-06,0
34.8796878,2,2.170138888888889e-06,0
35.06762759999998,2,2.170138888888889e-06,0
35.239104199999986,2,2.170138888888889e-06,0
35.44711569999998,2,2.170138888888889e-06,0
35.64234379999999,3,3.2552083333333335e-06,0
35.81250739999996,2,2.170138888888889e-06,0
36.00690579999997,2,2.170138888888889e-06,0
36.181670699999984,2,2.170138888888889e-06,0
36.361741300000006,2,2.170138888888889e-06,0
36.546226399999966,2,2.170138888888889e-06,0
36.73996999999997,3,3.2552083333333335e-06,0
36.92594079999998,3,3.2552083333333335e-06,0
37.09986859999998,3,3.2552083333333335e-06,0
37.275575799999956,2,2.170138888888889e-06,0
37.44919139999996,2,2.170138888888889e-06,0
37.6235269,3,3.2552083333333335e-06,0
37.80698910000001,3,3.2552083333333335e-06,0
37.9889713,3,3.2552083333333335e-06,0
38.16259170000001,2,2.170138888888889e-06,0
38.34639609999999,3,3.2552083333333335e-06,0
38.52697230000001,2,2.170138888888889e-06,0
38.70091600000001,3,3.2552083333333335e-06,0
38.885124700000006,3,3.2552083333333335e-06,0
39.05981439999999,3,3.2552083333333335e-06,0
39.237946499999964,3,3.2552083333333335e-06,0
39.42298199999999,3,3.2552083333333335e-06,0
39.823002599999995,3,3.2552083333333335e-06,0
40.01853619999997,3,3.2552083333333335e-06,0
40.20461849999998,3,3.2552083333333335e-06,0
40.40625890000001,1,1.0850694444444444e-06,0
40.97962409999997,1,1.0850694444444444e-06,0
41.16764039999998,1,1.0850694444444444e-06,0
41.34798439999997,1,1.0850694444444444e-06,0
41.525114099999996,1,1.0850694444444444e-06,0
41.69641839999997,1,1.0850694444444444e-06,0
41.87563019999999,1,1.0850694444444444e-06,0
42.05448769999998,1,1.0850694444444444e-06,0
42.24250749999999,1,1.0850694444444444e-06,0
42.41368610000001,1,1.0850694444444444e-06,0
42.60118189999997,1,1.0850694444444444e-06,0
42.7715379,1,1.0850694444444444e-06,0
42.954319199999986,1,1.0850694444444444e-06,0
43.13212349999998,1,1.0850694444444444e-06,0
43.31636499999996,1,1.0850694444444444e-06,0
43.498232599999994,1,1.0850694444444444e-06,0
43.67765379999997,1,1.0850694444444444e-06,0
43.861797199999955,1,1.0850694444444444e-06,0
44.0453971,1,1.0850694444444444e-06,0
44.25903999999997,1,1.0850694444444444e-06,0
44.455296299999986,1,1.0850694444444444e-06,0
44.63255369999996,1,1.0850694444444444e-06,0
44.805658300000005,1,1.0850694444444444e-06,0
45.00082249999997,1,1.0850694444444444e-06,0
45.18421430000001,1,1.0850694444444444e-06,0
45.35919530000001,1,1.0850694444444444e-06,0
45.55033649999996,1,1.0850694444444444e-06,0
45.7291252,1,1.0850694444444444e-06,0
45.897875099999965,1,1.0850694444444444e-06,0
46.07816709999997,1,1.0850694444444444e-06,0
46.26505279999998,1,1.0850694444444444e-06,0
46.44118529999997,1,1.0850694444444444e-06,0
46.62272899999999,1,1.0850694444444444e-06,0
46.80778799999996,1,1.0850694444444444e-06,0
46.984470399999964,1,1.0850694444444444e-06,0
47.15933439999998,1,1.0850694444444444e-06,0
47.3534133,1,1.0850694444444444e-06,0
47.52798939999997,1,1.0850694444444444e-06,0
49.841924500000005,1,1.0850694444444444e-06,0
50.22190660000001,1,1.0850694444444444e-06,0
50.58289669999999,1,1.0850694444444444e-06,0
50.76451019999996,1,1.0850694444444444e-06,0
50.945553099999984,1,1.0850694444444444e-06,0
51.13831579999999,1,1.0850694444444444e-06,0
51.310902099999964,1,1.0850694444444444e-06,0
51.486352899999986,1,1.0850694444444444e-06,0
52.024394099999995,1,1.0850694444444444e-06,0
52.21870289999998,1,1.0850694444444444e-06,0
52.57541520000001,1,1.0850694444444444e-06,0
52.756236,1,1.0850694444444444e-06,0
52.93826999999999,1,1.0850694444444444e-06,0
53.10964469999999,1,1.0850694444444444e-06,0
53.3156262,1,1.0850694444444444e-06,0
53.49415949999997,1,1.0850694444444444e-06,0
53.6679527,1,1.0850694444444444e-06,0
53.84166590000001,1,1.0850694444444444e-06,0
54.03308249999998,1,1.0850694444444444e-06,0
54.205301099999986,1,1.0850694444444444e-06,0
54.40428509999998,1,1.0850694444444444e-06,0
54.585748999999964,1,1.0850694444444444e-06,0
54.76153089999997,1,1.0850694444444444e-06,0
54.94380689999997,1,1.0850694444444444e-06,0
55.11635389999998,1,1.0850694444444444e-06,0
55.293821399999956,1,1.0850694444444444e-06,0
55.6638016,1,1.0850694444444444e-06,0
55.83721439999999,1,1.0850694444444444e-06,0
56.01410449999997,1,1.0850694444444444e-06,0
56.3677361,1,1.0850694444444444e-06,0
56.569270700000004,1,1.0850694444444444e-06,0
56.742626400000006,1,1.0850694444444444e-06,0
56.919143899999995,1,1.0850694444444444e-06,0
57.0948176,1,1.0850694444444444e-06,0
57.27369870000001,1,1.0850694444444444e-06,0
57.458204799999976,1,1.0850694444444444e-06,0
57.63914729999999,1,1.0850694444444444e-06,0
57.82469459999999,1,1.0850694444444444e-06,0
58.01811019999997,1,1.0850694444444444e-06,0
58.1872199,1,1.0850694444444444e-06,0
58.37259819999997,1,1.0850694444444444e-06,0
