Time(secs), Persons Detected, Crowd Density (persons per pixel), Violation Count
0.33667549999999835,8,3.858024691358025e-06,0
0.5887439999999984,8,3.858024691358025e-06,0
0.7405743999999999,6,2.8935185185185184e-06,0
0.8754419999999996,6,2.8935185185185184e-06,0
1.0005865000000043,7,3.375771604938272e-06,0
1.127959600000004,6,2.8935185185185184e-06,0
1.2936455000000038,7,3.375771604938272e-06,0
1.4318438000000029,9,4.340277777777778e-06,0
1.5559414000000018,8,3.858024691358025e-06,0
1.684057100000004,7,3.375771604938272e-06,0
1.8709975000000014,7,3.375771604938272e-06,0
1.9918200000000041,6,2.8935185185185184e-06,1
2.1091865,6,2.8935185185185184e-06,1
2.2603216999999987,7,3.375771604938272e-06,0
