Time(secs), Persons Detected, Crowd Density (persons per pixel), Violation Count
92.83032659999981,5,1.1302806712962962e-05,1
93.02525179999998,6,1.3563368055555555e-05,1
93.23872619999997,6,1.3563368055555555e-05,1
93.44351519999987,6,1.3563368055555555e-05,2
93.66148629999998,6,1.3563368055555555e-05,2
93.86776069999996,6,1.3563368055555555e-05,1
94.1332648,6,1.3563368055555555e-05,2
94.52339219999999,5,1.1302806712962962e-05,1
94.8962626,5,1.1302806712962962e-05,0
95.27620289999982,6,1.3563368055555555e-05,2
95.65404949999993,6,1.3563368055555555e-05,1
95.87216129999979,6,1.3563368055555555e-05,2
96.06261659999996,5,1.1302806712962962e-05,1
96.26561359999982,6,1.3563368055555555e-05,2
96.46242139999981,5,1.1302806712962962e-05,0
96.66024649999986,5,1.1302806712962962e-05,1
96.87117559999979,5,1.1302806712962962e-05,0
97.14436279999995,5,1.1302806712962962e-05,0
97.5105173999998,6,1.3563368055555555e-05,1
97.89713989999996,5,1.1302806712962962e-05,1
98.29240099999993,5,1.1302806712962962e-05,1
98.64462369999978,5,1.1302806712962962e-05,2
98.85573899999986,5,1.1302806712962962e-05,1
99.09155899999996,5,1.1302806712962962e-05,1
99.3207759999998,3,6.781684027777777e-06,0
99.53199409999979,5,1.1302806712962962e-05,1
99.75439879999999,5,1.1302806712962962e-05,1
99.96438149999994,4,9.04224537037037e-06,0
100.3547279999998,4,9.04224537037037e-06,0
100.71859469999981,4,9.04224537037037e-06,0
101.08241269999985,3,6.781684027777777e-06,1
101.4818143,4,9.04224537037037e-06,1
101.85051559999988,5,1.1302806712962962e-05,1
102.21748399999979,5,1.1302806712962962e-05,1
102.58203789999993,6,1.3563368055555555e-05,1
102.96292209999979,6,1.3563368055555555e-05,1
103.22922479999988,6,1.3563368055555555e-05,2
103.43170149999992,6,1.3563368055555555e-05,2
103.67239389999986,6,1.3563368055555555e-05,1
103.86325899999997,5,1.1302806712962962e-05,1
104.06926859999999,5,1.1302806712962962e-05,1
104.26981779999983,5,1.1302806712962962e-05,0
104.48921329999985,5,1.1302806712962962e-05,0
104.76118009999982,5,1.1302806712962962e-05,0
105.14040479999994,5,1.1302806712962962e-05,0
105.50497519999999,5,1.1302806712962962e-05,0
105.8787026,5,1.1302806712962962e-05,0
106.26127549999978,5,1.1302806712962962e-05,0
106.46329479999986,5,1.1302806712962962e-05,0
106.66352849999998,4,9.04224537037037e-06,0
106.86862550000001,4,9.04224537037037e-06,0
107.0860651999999,4,9.04224537037037e-06,0
107.29200789999982,4,9.04224537037037e-06,0
